ExpID;MeasureDate;LeafID;An;Ci;PPFD;PhiPS2
GC1;11.11.2016;n1-m-a2-l6;11.21351196;330.5745782;200.7103577;0.673695827
GC1;11.11.2016;n1-m-a2-l6;7.230688196;361.7948423;124.4549484;0.709405019
GC1;11.11.2016;n1-m-a2-l6;5.084860294;362.494693;98.68935394;0.726373131
GC1;11.11.2016;n1-m-a2-l6;4.038170112;365.6862708;80.67294312;0.737238625
GC1;11.11.2016;n1-m-a2-l6;2.903528489;372.3671745;58.95656204;0.747276753
GC1;11.11.2016;n1-m-a2-l6;1.781645091;384.2574026;40.83308029;0.752379953
GC1;11.11.2016;n1-m-a2-l6;1.145872042;386.8265452;28.14508247;0.757060854
GC1;11.11.2016;n1-m-a2-l6;-1.328319473;398.7708842;0.73197037;0.777398056
GC1;11.11.2016;n3-m-a2-l7;19.59905837;318.5965943;1300.716431;0.325149934
GC1;11.11.2016;n3-m-a2-l7;17.82418131;275.9529713;1000.307373;0.405445455
GC1;11.11.2016;n3-m-a2-l7;15.17861564;279.6572419;500.5995178;0.564873198
GC1;11.11.2016;n3-m-a2-l7;7.638449754;320.3199339;200.6032715;0.669939818
GC1;11.11.2016;n3-m-a2-l7;5.324743377;329.307995;124.3131104;0.699747879
GC1;11.11.2016;n3-m-a2-l7;3.221871336;358.9979124;98.56109619;0.71209788
GC1;11.11.2016;n3-m-a2-l7;3.016634772;348.9656716;80.60271454;0.721514018
GC1;11.11.2016;n3-m-a2-l7;1.862104556;362.4121747;58.88274765;0.7400666
GC1;11.11.2016;n3-m-a2-l7;0.938820061;376.6712189;40.73270416;0.747679853
GC1;11.11.2016;n3-m-a2-l7;-0.529084501;401.5903633;31.21156693;0.752468863
GC1;11.11.2016;n3-m-a2-l7;-2.25518842;429.6146177;0.593106687;0.784108847
GC1;11.11.2016;n2-m-a2-l8;18.03403109;327.7636721;1299.849609;0.262270785
GC1;11.11.2016;n2-m-a2-l8;16.67044401;305.0625966;998.3681641;0.344108293
GC1;11.11.2016;n2-m-a2-l8;14.23057387;313.2715259;500.9707031;0.50724751
GC1;11.11.2016;n2-m-a2-l8;7.185066632;350.3527045;200.8161621;0.648470654
GC1;11.11.2016;n2-m-a2-l8;3.731088847;368.1894387;124.5316772;0.68576652
GC1;11.11.2016;n2-m-a2-l8;1.99790853;375.5978984;98.82717896;0.70092647
GC1;11.11.2016;n2-m-a2-l8;0.983219952;382.616209;80.78052521;0.711924451
GC1;11.11.2016;n2-m-a2-l8;0.534135018;386.3382314;59.06742477;0.720688973
GC1;11.11.2016;n2-m-a2-l8;-0.630568727;396.0748403;40.84407425;0.727706606
GC1;11.11.2016;n2-m-a2-l8;-0.853171047;398.5188148;28.08502769;0.731086701
GC1;11.11.2016;n2-m-a2-l8;-3.934443243;423.5466506;0.63981545;0.770696049
GC1;11.11.2016;n2-l-a2-l8;16.46555037;314.4457585;1300.385742;0.211492564
GC1;11.11.2016;n2-l-a2-l8;16.82931444;304.0552798;999.4972534;0.273219831
GC1;11.11.2016;n2-l-a2-l8;14.95919941;318.5560383;498.6343689;0.450891645
GC1;11.11.2016;n2-l-a2-l8;9.033541689;341.5496081;199.066391;0.621313944
GC1;11.11.2016;n2-l-a2-l8;5.302613564;357.4302738;123.8214264;0.668782699
GC1;11.11.2016;n2-l-a2-l8;3.999150369;370.4508292;101.0593796;0.690562704
GC1;11.11.2016;n2-l-a2-l8;2.710141446;377.4010922;79.23332214;0.704828158
GC1;11.11.2016;n2-l-a2-l8;2.624169843;376.1112432;61.11779022;0.713919978
GC1;11.11.2016;n2-l-a2-l8;1.109362098;384.8256018;39.45332718;0.727352098
GC1;11.11.2016;n2-l-a2-l8;0.18333916;393.9201822;29.88379288;0.730251214
GC1;11.11.2016;n2-l-a2-l8;-0.753151583;400.7080716;0.345909148;0.768371931
GC1;11.11.2016;n1-l-a2-l9;12.80515444;333.8652722;1299.224731;0.156231326
GC1;11.11.2016;n1-l-a2-l9;12.04770551;326.4577778;999.835144;0.210717774
GC1;11.11.2016;n1-l-a2-l9;10.80556253;326.534179;500.6199036;0.388000776
GC1;11.11.2016;n1-l-a2-l9;7.571463684;341.5990546;200.5740509;0.59440695
GC1;11.11.2016;n1-l-a2-l9;5.794366136;350.6084298;124.3297272;0.682176397
GC1;11.11.2016;n1-l-a2-l9;4.091804807;363.6597819;98.5615387;0.680306946
GC1;11.11.2016;n1-l-a2-l9;2.958664618;362.4967134;80.53208923;0.702321005
GC1;11.11.2016;n1-l-a2-l9;2.127552339;371.7016296;58.86133957;0.711897131
GC1;11.11.2016;n1-l-a2-l9;0.55242705;389.0153406;40.69961166;0.721217061
GC1;11.11.2016;n1-l-a2-l9;0.846148075;386.9297952;31.23591614;0.721913236
GC1;11.11.2016;n1-l-a2-l9;-0.696048963;399.036;0.524432123;0.759213541
GC1;11.11.2016;n3-l-a2-l6;17.34183576;335.1442883;1299.301025;0.222738145
GC1;11.11.2016;n3-l-a2-l6;16.05095469;313.4672899;998.0877075;0.283329394
GC1;11.11.2016;n3-l-a2-l6;14.73184383;315.3189214;500.6852417;0.455666749
GC1;11.11.2016;n3-l-a2-l6;8.911566891;340.6753001;200.6964264;0.61443673
GC1;11.11.2016;n3-l-a2-l6;5.549616256;358.9017371;124.3605576;0.658339299
GC1;11.11.2016;n3-l-a2-l6;3.53356272;367.3538209;98.68517303;0.684804392
GC1;11.11.2016;n3-l-a2-l6;3.616165152;369.9553838;80.62392426;0.699965498
GC1;11.11.2016;n3-l-a2-l6;1.775644585;379.8454791;58.87102127;0.715289429
GC1;11.11.2016;n3-l-a2-l6;1.651546993;377.5464348;40.76171112;0.725047517
GC1;11.11.2016;n3-l-a2-l6;0.737198129;388.4728089;31.25728416;0.729782783
GC1;11.11.2016;n3-l-a2-l6;-0.552169914;397.6916388;0.517772079;0.762257569
GC1;11.11.2016;n1-h-a2-l7;25.41944716;272.8708609;1299.90979;0.338579835
GC1;11.11.2016;n1-h-a2-l7;23.05860261;239.5635923;1001.878235;0.420018819
GC1;11.11.2016;n1-h-a2-l7;17.44567467;268.1845595;498.2072144;0.588199615
GC1;11.11.2016;n1-h-a2-l7;8.968947352;314.1873163;201.2341003;0.710971625
GC1;11.11.2016;n1-h-a2-l7;5.965891447;319.7364232;124.7001953;0.734691339
GC1;11.11.2016;n1-h-a2-l7;4.858996056;342.2097113;99.04263306;0.741200508
GC1;11.11.2016;n1-h-a2-l7;3.341738349;340.734643;80.95267487;0.745217544
GC1;11.11.2016;n1-h-a2-l7;2.517908507;353.5823748;59.25707245;0.749286747
GC1;11.11.2016;n1-h-a2-l7;0.332056564;386.9019304;40.84533691;0.753381603
GC1;11.11.2016;n1-h-a2-l7;1.135216932;375.9752118;31.53159332;0.758542528
GC1;11.11.2016;n1-h-a2-l7;-0.874640625;405.740819;0.685809374;0.779487742
GC1;11.11.2016;n3-h-a2-l7;23.63913295;313.4582792;1298.925415;0.370149012
GC1;11.11.2016;n3-h-a2-l7;21.60276954;294.3816851;1000.535583;0.451037841
GC1;11.11.2016;n3-h-a2-l7;16.4547986;314.6347208;500.4707947;0.576411563
GC1;11.11.2016;n3-h-a2-l7;10.63455158;318.9729601;201.4438782;0.668079788
GC1;11.11.2016;n3-h-a2-l7;6.43811464;349.5692094;124.8802948;0.70759505
GC1;11.11.2016;n3-h-a2-l7;4.756376596;359.6253747;99.14360809;0.722476372
GC1;11.11.2016;n3-h-a2-l7;3.536550544;366.7872278;81.04750061;0.731133326
GC1;11.11.2016;n3-h-a2-l7;1.8104869;377.6271893;59.32677841;0.739351397
GC1;11.11.2016;n3-h-a2-l7;1.157585627;382.8007718;41.07068253;0.746731223
GC1;11.11.2016;n3-h-a2-l7;0.370182492;386.915604;28.29617691;0.750779585
GC1;11.11.2016;n3-h-a2-l7;-0.453365317;393.2562054;0.70592612;0.787077588
GC1;11.11.2016;n2-h-a2-l6;32.31587833;315.1696989;1300.45874;0.433585259
GC1;11.11.2016;n2-h-a2-l6;30.3200546;281.5813588;998.0869141;0.507988047
GC1;11.11.2016;n2-h-a2-l6;21.789287;299.8171341;498.9561157;0.635064904
GC1;11.11.2016;n2-h-a2-l6;9.534085809;344.882857;202.0327606;0.713553368
GC1;11.11.2016;n2-h-a2-l6;5.283724254;366.5208013;125.3030319;0.737197644
GC1;11.11.2016;n2-h-a2-l6;3.530281469;368.6737312;99.38137817;0.733939264
GC1;11.11.2016;n2-h-a2-l6;2.593473297;371.6802002;81.46789551;0.737616756
GC1;11.11.2016;n2-h-a2-l6;0.760417296;387.5749552;59.69040298;0.740709633
GC1;11.11.2016;n2-h-a2-l6;-0.436654608;393.9119273;41.34634399;0.740841352
GC1;11.11.2016;n2-h-a2-l6;-0.192518014;391.8778435;28.54150772;0.743688472
GC1;11.11.2016;n2-h-a2-l6;-2.111187964;406.9243718;0.692645133;0.760176031
GC1;15.11.2016;n2-m-a2-l6;22.43099564;349.5931156;1300.0354;0.27699738
GC1;15.11.2016;n2-m-a2-l6;20.23426246;312.9014864;1001.612305;0.351304208
GC1;15.11.2016;n2-m-a2-l6;16.52609573;325.9295913;499.9085693;0.502069702
GC1;15.11.2016;n2-m-a2-l6;8.308219388;355.4337824;200.0339661;0.61320176
GC1;15.11.2016;n2-m-a2-l6;4.282562582;369.5884707;123.6574097;0.652072398
GC1;15.11.2016;n2-m-a2-l6;3.132406419;375.4044829;101.7347717;0.672845363
GC1;15.11.2016;n2-m-a2-l6;1.34379128;384.8668633;79.85727692;0.692625443
GC1;15.11.2016;n2-m-a2-l6;1.958437047;381.6719122;61.70972061;0.709281854
GC1;15.11.2016;n2-m-a2-l6;0.26626638;388.8322706;39.9417572;0.726613786
GC1;15.11.2016;n2-m-a2-l6;0.834055111;387.7963237;30.49827194;0.733373767
GC1;15.11.2016;n2-m-a2-l6;-1.539614019;402.6744482;0.416447043;0.781094228
GC1;15.11.2016;n1-m-a2-l7;22.88163297;334.296068;1298.287598;0.287215624
GC1;15.11.2016;n1-m-a2-l7;21.75412252;327.7250923;998.6896973;0.356164543
GC1;15.11.2016;n1-m-a2-l7;18.9012783;331.0689611;500.9789124;0.537605785
GC1;15.11.2016;n1-m-a2-l7;9.688343111;357.2207291;200.9325867;0.673735418
GC1;15.11.2016;n1-m-a2-l7;5.334029659;371.4530242;124.5909729;0.702487884
GC1;15.11.2016;n1-m-a2-l7;4.772243877;368.5223731;98.89669037;0.71808012
GC1;15.11.2016;n1-m-a2-l7;3.148563998;380.1177928;80.85323334;0.726613148
GC1;15.11.2016;n1-m-a2-l7;2.497728506;378.7094578;59.11826324;0.732373684
GC1;15.11.2016;n1-m-a2-l7;0.66473049;390.0164873;40.87718582;0.736339313
GC1;15.11.2016;n1-m-a2-l7;1.028443191;388.6161672;28.15391159;0.741964988
GC1;15.11.2016;n1-m-a2-l7;-1.138770659;396.7801401;0.605023205;0.764931675
GC1;15.11.2016;n3-m-a2-l6;21.82503638;345.3527625;1300.489258;0.290029347
GC1;15.11.2016;n3-m-a2-l6;20.63776991;275.2279568;1001.250366;0.362020134
GC1;15.11.2016;n3-m-a2-l6;16.97193698;312.4126924;500.2690125;0.521691894
GC1;15.11.2016;n3-m-a2-l6;8.790245698;344.7979306;200.4269714;0.627859079
GC1;15.11.2016;n3-m-a2-l6;4.430072509;363.0191352;124.0692368;0.664956394
GC1;15.11.2016;n3-m-a2-l6;3.301924665;369.0045523;98.36267853;0.685992996
GC1;15.11.2016;n3-m-a2-l6;3.090432975;369.4068193;80.31408691;0.701849482
GC1;15.11.2016;n3-m-a2-l6;1.685300661;378.1070213;58.51264572;0.718267816
GC1;15.11.2016;n3-m-a2-l6;0.672798489;385.7463555;40.43534088;0.728896478
GC1;15.11.2016;n3-m-a2-l6;0.684020328;385.4287832;30.92073631;0.735154144
GC1;15.11.2016;n3-m-a2-l6;-1.890792284;407.9138861;0.403821319;0.779249757
GC1;15.11.2016;n3-h-a2-l6;22.71993714;324.4066656;1299.464355;0.321839881
GC1;15.11.2016;n3-h-a2-l6;21.84816143;280.425758;999.6783447;0.384783936
GC1;15.11.2016;n3-h-a2-l6;16.70949676;311.2732343;501.4605713;0.52047468
GC1;15.11.2016;n3-h-a2-l6;8.158635137;330.9291283;201.0314484;0.6100576
GC1;15.11.2016;n3-h-a2-l6;4.910101256;346.8123883;124.6388245;0.64881103
GC1;15.11.2016;n3-h-a2-l6;4.106410709;361.2483777;98.97304535;0.671691161
GC1;15.11.2016;n3-h-a2-l6;2.826438756;368.0387521;81.01269531;0.688697865
GC1;15.11.2016;n3-h-a2-l6;1.470381218;376.7874387;59.19020844;0.706380483
GC1;15.11.2016;n3-h-a2-l6;0.287124969;386.6970767;40.98442841;0.722970085
GC1;15.11.2016;n3-h-a2-l6;-0.706744136;398.1154146;28.21184349;0.73041314
GC1;15.11.2016;n3-h-a2-l6;-1.759727019;410.1685962;0.606088936;0.784917524
GC1;15.11.2016;n2-h-a2-l5;22.25232619;286.680287;1301.116089;0.336023547
GC1;15.11.2016;n2-h-a2-l5;19.96413294;259.3673188;1000.844177;0.407067467
GC1;15.11.2016;n2-h-a2-l5;16.35105184;254.7182054;501.9345703;0.557805011
GC1;15.11.2016;n2-h-a2-l5;8.866866487;328.4189726;201.4230652;0.66155219
GC1;15.11.2016;n2-h-a2-l5;4.999703079;345.7302618;124.9021759;0.700002475
GC1;15.11.2016;n2-h-a2-l5;4.303136544;348.4195886;99.08078003;0.714694291
GC1;15.11.2016;n2-h-a2-l5;3.179330484;357.4225539;81.030159;0.727059133
GC1;15.11.2016;n2-h-a2-l5;1.735696546;371.004768;59.25021744;0.738665115
GC1;15.11.2016;n2-h-a2-l5;1.042472659;380.1069146;40.977005;0.747517019
GC1;15.11.2016;n2-h-a2-l5;0.193995068;389.5157943;28.22195435;0.752872151
GC1;15.11.2016;n2-h-a2-l5;-1.562241453;411.5432946;0.52623105;0.786268974
GC1;15.11.2016;n1-h-a2-l6;15.17371941;261.6961593;1299.247192;0.242180795
GC1;15.11.2016;n1-h-a2-l6;14.90577067;244.9663932;1001.746948;0.291403778
GC1;15.11.2016;n1-h-a2-l6;12.03560999;282.1106495;500.4313354;0.467333795
GC1;15.11.2016;n1-h-a2-l6;8.992031292;302.5718351;201.139801;0.642960927
GC1;15.11.2016;n1-h-a2-l6;5.387658222;330.2270549;124.4931259;0.685530839
GC1;15.11.2016;n1-h-a2-l6;4.600376493;339.9079325;98.76847076;0.702826103
GC1;15.11.2016;n1-h-a2-l6;4.27447178;337.8972027;80.6704483;0.715185391
GC1;15.11.2016;n1-h-a2-l6;3.162996649;348.02935;58.81895447;0.72606103
GC1;15.11.2016;n1-h-a2-l6;2.064705534;361.8770872;40.57147217;0.734001742
GC1;15.11.2016;n1-h-a2-l6;1.875628296;363.1455997;31.11099434;0.738998535
GC1;15.11.2016;n1-h-a2-l6;-0.205093147;394.064826;0.488258243;0.771124115
GC1;15.11.2016;n3-l-a2-l5;14.80724982;324.7215685;1301.170776;0.187117609
GC1;15.11.2016;n3-l-a2-l5;13.69782091;327.9657333;1000.461426;0.237834325
GC1;15.11.2016;n3-l-a2-l5;12.47771988;335.3895558;500.0900269;0.41587756
GC1;15.11.2016;n3-l-a2-l5;9.589744575;349.6606633;200.259491;0.608512833
GC1;15.11.2016;n3-l-a2-l5;6.759030068;353.6762647;124.0388412;0.700022614
GC1;15.11.2016;n3-l-a2-l5;5.100486863;363.2439898;98.34835052;0.690212419
GC1;15.11.2016;n3-l-a2-l5;4.051941122;367.5319491;80.30801392;0.70774359
GC1;15.11.2016;n3-l-a2-l5;2.937249771;375.7270962;58.4476738;0.723859976
GC1;15.11.2016;n3-l-a2-l5;1.764391351;380.7320523;40.35678482;0.734641292
GC1;15.11.2016;n3-l-a2-l5;1.580540323;381.4710505;30.84351158;0.741048009
GC1;15.11.2016;n3-l-a2-l5;-1.095582724;400.1046052;0.386400819;0.772716385
GC1;15.11.2016;n2-l-a2-l9;18.65056527;336.5393496;1300.835938;0.239431494
GC1;15.11.2016;n2-l-a2-l9;17.41461844;307.246654;1001.857666;0.314133613
GC1;15.11.2016;n2-l-a2-l9;15.44343522;314.3145044;500.1586914;0.494909317
GC1;15.11.2016;n2-l-a2-l9;8.303208173;348.0335669;200.4299469;0.632850825
GC1;15.11.2016;n2-l-a2-l9;4.817159347;364.0627521;124.1646576;0.67505916
GC1;15.11.2016;n2-l-a2-l9;3.745874197;371.1459758;98.48350525;0.69856209
GC1;15.11.2016;n2-l-a2-l9;2.648540696;370.4003646;80.35967255;0.711902054
GC1;15.11.2016;n2-l-a2-l9;2.386317795;370.5774372;58.75231171;0.725486571
GC1;15.11.2016;n2-l-a2-l9;1.125370593;380.2970316;40.59902954;0.732871546
GC1;15.11.2016;n2-l-a2-l9;0.856539384;386.8791458;31.13366699;0.735957221
GC1;15.11.2016;n2-l-a2-l9;-0.761705174;397.7451748;0.405731052;0.762738904
GC1;15.11.2016;n1-l-a2-l8;14.3272743;329.6242898;1301.856689;0.16279948
GC1;15.11.2016;n1-l-a2-l8;14.09602219;317.5824559;998.3197632;0.242552378
GC1;15.11.2016;n1-l-a2-l8;13.07499438;310.6933031;500.6505737;0.417689099
GC1;15.11.2016;n1-l-a2-l8;8.135156982;329.5569409;200.7096405;0.602249835
GC1;15.11.2016;n1-l-a2-l8;5.07473557;349.9794902;124.4271698;0.650318989
GC1;15.11.2016;n1-l-a2-l8;3.899554697;358.2782422;98.74312592;0.676982951
GC1;15.11.2016;n1-l-a2-l8;3.720633824;358.238773;80.68056488;0.695446626
GC1;15.11.2016;n1-l-a2-l8;2.553643421;368.4100661;58.93732071;0.71261859
GC1;15.11.2016;n1-l-a2-l8;1.61792518;376.5680238;40.81916428;0.723574665
GC1;15.11.2016;n1-l-a2-l8;1.483613389;377.6319351;31.29834175;0.72929628
GC1;15.11.2016;n1-l-a2-l8;-0.897969662;402.3491667;0.487511694;0.763161955
GC1;18.11.2016;n1-m-a2-l4;19.09864757;324.5538056;1300.993042;0.229892498
GC1;18.11.2016;n1-m-a2-l4;15.54225127;322.9827027;1000.976685;0.289067156
GC1;18.11.2016;n1-m-a2-l4;13.50394439;338.7032761;498.2381897;0.469838487
GC1;18.11.2016;n1-m-a2-l4;9.047654057;348.5086139;202.0375977;0.633423707
GC1;18.11.2016;n1-m-a2-l4;5.95708352;349.6973934;124.9506149;0.70445957
GC1;18.11.2016;n1-m-a2-l4;4.299574046;365.512812;99.22274017;0.698222884
GC1;18.11.2016;n1-m-a2-l4;3.255347807;370.5331797;81.18890381;0.711031813
GC1;18.11.2016;n1-m-a2-l4;1.956365429;375.8356818;59.27562332;0.718636679
GC1;18.11.2016;n1-m-a2-l4;1.776596025;381.8482663;41.11951065;0.729036163
GC1;18.11.2016;n1-m-a2-l4;1.357629422;383.5916362;28.41517258;0.73538481
GC1;18.11.2016;n1-m-a2-l4;-0.907028572;398.1896185;0.76312232;0.762525086
GC1;18.11.2016;n3-m-a2-l5;22.57735302;326.7708603;1301.885864;0.336357565
GC1;18.11.2016;n3-m-a2-l5;20.62002779;312.9405142;998.1450806;0.412281766
GC1;18.11.2016;n3-m-a2-l5;16.07129927;319.601443;500.7003479;0.556020445
GC1;18.11.2016;n3-m-a2-l5;7.972749541;353.5909109;200.6805878;0.658726823
GC1;18.11.2016;n3-m-a2-l5;3.903040908;371.2136676;124.4017181;0.694578563
GC1;18.11.2016;n3-m-a2-l5;4.058975206;363.0903714;98.73377228;0.711126737
GC1;18.11.2016;n3-m-a2-l5;2.721451662;372.0061814;80.67571259;0.72191844
GC1;18.11.2016;n3-m-a2-l5;0.666475231;388.269061;58.94530106;0.732372876
GC1;18.11.2016;n3-m-a2-l5;0.588246631;386.6337418;40.80505371;0.739254024
GC1;18.11.2016;n3-m-a2-l5;-0.276652052;394.3252072;31.29120255;0.743776973
GC1;18.11.2016;n3-m-a2-l5;-2.031311509;406.1405398;0.593706608;0.776611158
GC1;18.11.2016;n2-m-a2-l5;19.99937342;309.4589657;1299.290039;0.268059417
GC1;18.11.2016;n2-m-a2-l5;19.22386068;310.2995438;999.4065552;0.34140521
GC1;18.11.2016;n2-m-a2-l5;16.47150396;314.0784533;500.9476929;0.525093289
GC1;18.11.2016;n2-m-a2-l5;9.966434519;326.7772817;201.0564423;0.653411299
GC1;18.11.2016;n2-m-a2-l5;5.792047868;359.9018909;124.635849;0.692249753
GC1;18.11.2016;n2-m-a2-l5;4.940277478;354.35361;98.97475433;0.708319643
GC1;18.11.2016;n2-m-a2-l5;3.084177318;372.9679032;80.87522125;0.721085528
GC1;18.11.2016;n2-m-a2-l5;2.432659241;370.992837;59.1607399;0.732711849
GC1;18.11.2016;n2-m-a2-l5;0.681875946;387.8283111;40.98272324;0.740032382
GC1;18.11.2016;n2-m-a2-l5;0.681718997;387.8388051;28.16998482;0.746781889
GC1;18.11.2016;n2-m-a2-l5;-1.573855969;404.5441294;0.629478931;0.777294579
GC1;18.11.2016;n2-l-a2-l6;17.66729403;343.5511019;1298.169556;0.21249164
GC1;18.11.2016;n2-l-a2-l6;16.66767049;335.3876302;999.0373535;0.272085338
GC1;18.11.2016;n2-l-a2-l6;14.93357432;336.1321378;501.0007935;0.44675106
GC1;18.11.2016;n2-l-a2-l6;8.379723998;351.3414308;200.9650421;0.622969503
GC1;18.11.2016;n2-l-a2-l6;5.926419459;356.4113353;124.678093;0.670141625
GC1;18.11.2016;n2-l-a2-l6;4.21749022;373.0809945;98.93891907;0.695783322
GC1;18.11.2016;n2-l-a2-l6;4.375352989;365.0856717;80.9464035;0.710263491
GC1;18.11.2016;n2-l-a2-l6;3.023283919;373.9848326;59.24525452;0.725942007
GC1;18.11.2016;n2-l-a2-l6;1.209202326;387.2674802;40.98329544;0.736491583
GC1;18.11.2016;n2-l-a2-l6;1.120730592;387.5331911;28.19898605;0.742731553
GC1;18.11.2016;n2-l-a2-l6;-1.671039516;401.5683391;0.552108228;0.771798353
GC1;18.11.2016;n1-l-a2-l10;16.00040157;340.0731894;1298.40625;0.196338608
GC1;18.11.2016;n1-l-a2-l10;15.21062586;326.2525725;998.8964233;0.261269127
GC1;18.11.2016;n1-l-a2-l10;13.99226443;325.4215753;501.0872498;0.437779256
GC1;18.11.2016;n1-l-a2-l10;8.272898696;343.7736129;200.9921265;0.622899941
GC1;18.11.2016;n1-l-a2-l10;5.992088495;350.6272676;124.7490997;0.671253123
GC1;18.11.2016;n1-l-a2-l10;4.339926905;360.7562337;99.05286407;0.696188721
GC1;18.11.2016;n1-l-a2-l10;2.949810864;375.6422707;80.96800232;0.710797028
GC1;18.11.2016;n1-l-a2-l10;2.090890766;380.0121513;59.21214676;0.724718231
GC1;18.11.2016;n1-l-a2-l10;1.129426485;381.8384705;41.06145859;0.733643956
GC1;18.11.2016;n1-l-a2-l10;0.484956995;389.6626006;28.27781105;0.738360419
GC1;18.11.2016;n1-l-a2-l10;-0.202497357;392.6004008;0.526488721;0.766893663
GC1;18.11.2016;n3-l-a2-l4;12.0089757;323.1609969;1301.64209;0.179677925
GC1;18.11.2016;n3-l-a2-l4;11.72504533;317.1081171;998.8093872;0.238124401
GC1;18.11.2016;n3-l-a2-l4;10.96848432;322.3370363;500.7937622;0.411599081
GC1;18.11.2016;n3-l-a2-l4;8.069187903;313.7531875;200.7284851;0.606557331
GC1;18.11.2016;n3-l-a2-l4;4.793717543;361.3087848;124.4713364;0.647190951
GC1;18.11.2016;n3-l-a2-l4;3.848248019;366.282174;98.77748108;0.673622234
GC1;18.11.2016;n3-l-a2-l4;2.979221144;372.3739912;80.76194763;0.691909743
GC1;18.11.2016;n3-l-a2-l4;1.845905614;380.4975562;58.98986435;0.711422951
GC1;18.11.2016;n3-l-a2-l4;1.167902914;385.2804256;40.84053421;0.724361881
GC1;18.11.2016;n3-l-a2-l4;-0.286771423;395.7860003;31.25289917;0.733125852
GC1;18.11.2016;n3-l-a2-l4;-1.307827267;405.6117084;0.50030911;0.773246762
GC1;18.11.2016;n1-h-a2-l5;19.80546999;303.5348557;1299.764526;0.277724704
GC1;18.11.2016;n1-h-a2-l5;18.97936742;294.2916031;998.6677856;0.359143199
GC1;18.11.2016;n1-h-a2-l5;12.58836655;272.5322262;499.3195801;0.494847355
GC1;18.11.2016;n1-h-a2-l5;8.956119181;332.2927248;202.0040588;0.677867609
GC1;18.11.2016;n1-h-a2-l5;5.719973216;354.2226456;125.3877411;0.71756206
GC1;18.11.2016;n1-h-a2-l5;3.793356591;362.5397839;99.54328918;0.724821356
GC1;18.11.2016;n1-h-a2-l5;3.875205535;356.2629651;81.4839859;0.730204044
GC1;18.11.2016;n1-h-a2-l5;2.369424758;367.913536;59.63934326;0.737565007
GC1;18.11.2016;n1-h-a2-l5;1.075714221;379.0963806;41.29504013;0.742821472
GC1;18.11.2016;n1-h-a2-l5;0.350657434;388.2715017;28.49076271;0.745912168
GC1;18.11.2016;n1-h-a2-l5;-0.406862368;394.2323514;0.678567469;0.77162388
GC1;18.11.2016;n3-h-a2-l5;20.11122258;263.6192683;1300.140869;0.344884553
GC1;18.11.2016;n3-h-a2-l5;17.38904537;267.7013229;998.741394;0.417864061
GC1;18.11.2016;n3-h-a2-l5;15.08322553;279.2389594;501.0621948;0.566572746
GC1;18.11.2016;n3-h-a2-l5;8.958384301;297.1733083;200.7700348;0.671093814
GC1;18.11.2016;n3-h-a2-l5;5.106808439;344.7496485;124.3441696;0.707500872
GC1;18.11.2016;n3-h-a2-l5;4.475383627;337.0162482;98.65127563;0.721695924
GC1;18.11.2016;n3-h-a2-l5;3.019227975;359.4304669;80.58258057;0.728989069
GC1;18.11.2016;n3-h-a2-l5;2.301692845;358.6106428;58.89559937;0.736971175
GC1;18.11.2016;n3-h-a2-l5;-0.199211223;392.6907658;40.68600082;0.743153435
GC1;18.11.2016;n3-h-a2-l5;0.11492086;389.2443192;31.24578094;0.74875631
GC1;18.11.2016;n3-h-a2-l5;-2.486679077;421.4974221;0.641896129;0.785368783
GC1;18.11.2016;n2-h-a2-l4;17.16769045;279.0029854;1301.842651;0.282543463
GC1;18.11.2016;n2-h-a2-l4;15.76692697;278.3537925;1001.562195;0.361442722
GC1;18.11.2016;n2-h-a2-l4;13.68116183;288.7439685;498.27771;0.52654718
GC1;18.11.2016;n2-h-a2-l4;8.1037381;321.1290527;201.7715149;0.655363362
GC1;18.11.2016;n2-h-a2-l4;5.250871919;341.5392673;125.1463318;0.701558559
GC1;18.11.2016;n2-h-a2-l4;3.978648757;347.9990304;99.37705231;0.719193405
GC1;18.11.2016;n2-h-a2-l4;3.244389298;355.3835083;81.39995575;0.730334394
GC1;18.11.2016;n2-h-a2-l4;1.682841046;371.3951273;59.55425262;0.742341999
GC1;18.11.2016;n2-h-a2-l4;0.970797628;380.4146393;41.3058548;0.751568331
GC1;18.11.2016;n2-h-a2-l4;-1.156234837;407.7968218;28.49850273;0.755844825
GC1;18.11.2016;n2-h-a2-l4;-3.151822763;439.1864609;0.661359072;0.788201757
GC1;22.11.2016;n1-m-a3-l8;21.99095119;346.8688598;1301.371704;0.268674512
GC1;22.11.2016;n1-m-a3-l8;19.60236672;299.4292519;999.741272;0.351645494
GC1;22.11.2016;n1-m-a3-l8;17.40968391;320.2646317;500.5462341;0.531191998
GC1;22.11.2016;n1-m-a3-l8;9.404667787;346.8009448;200.6029816;0.667806991
GC1;22.11.2016;n1-m-a3-l8;5.801553223;361.2764912;124.4018707;0.705229379
GC1;22.11.2016;n1-m-a3-l8;4.665406714;361.120989;98.68333435;0.719836047
GC1;22.11.2016;n1-m-a3-l8;3.805441582;365.7444827;80.61743164;0.730603392
GC1;22.11.2016;n1-m-a3-l8;2.368730684;373.3596258;58.86832809;0.737861088
GC1;22.11.2016;n1-m-a3-l8;1.481167514;379.8145633;40.72529984;0.743868222
